drugbank_id	name	type	groups	categories
DB05148	CG0070	small molecule	investigational	
DB05149	XL844	small molecule	investigational	
DB05150	CAD106	small molecule	investigational	
DB05151	TST10088	small molecule	investigational	
DB05152	NGX267	small molecule	investigational	Muscarinic Agonists|Sulfur Compounds
DB05154	Pretomanid	small molecule	approved|investigational	Antituberculosis Agents|Imidazoles|Nitro Compounds
DB05155	CR665	small molecule	investigational	Amino Acids, Peptides, and Proteins|Nerve Tissue Proteins|Neuropeptides|Peptides|Proteins
DB05156	SL017	small molecule	investigational	
DB05157	KC706	small molecule	investigational	
DB05158	PM02734	small molecule	investigational	Amino Acids, Peptides, and Proteins|Peptides|Peptides, Cyclic
DB05159	CCX915	small molecule	investigational	
DB05160	Topsalysin	small molecule	investigational	Amino Acids, Peptides, and Proteins|Biological Factors|Membrane Proteins|Proteins|Toxins, Biological
DB05161	Elafin	small molecule	investigational	Amino Acids, Peptides, and Proteins|Enzyme Inhibitors|Peptides|Protease Inhibitors|Proteinase Inhibitory Proteins, Secretory|Proteins
DB05163	PV903	small molecule	investigational	
DB05164	CMLVAX100	biotech	investigational	
DB05165	LY2275796	small molecule	investigational	Carbohydrates|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Polynucleotides
DB05166	APD668	small molecule	investigational	
DB05167	PDPSC18	biotech	investigational	
DB05168	Vintafolide	small molecule	investigational	Alkaloids|Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Biological Factors|Indole Alkaloids|Indoles|Pigments, Biological|Pteridines|Pterins|Secologanin Tryptamine Alkaloids|Vinca Alkaloids
DB05169	AT9283	small molecule	investigational	Protein Kinase Inhibitors
DB05170	Benzimate	small molecule	investigational	
DB05171	E-2012	small molecule	investigational	Amyloid Precursor Protein Secretases
DB05172	AT3022	small molecule	investigational	
DB05173	PTC299	small molecule	investigational	Analgesics|Analgesics, Non-Narcotic|Anti-Inflammatory Agents|Central Nervous System Agents|Enzyme Inhibitors|Peripheral Nervous System Agents|Sensory System Agents|Sulfur Compounds
DB05174	CX501	small molecule	investigational	
DB05177	DG051	small molecule	investigational	
DB05178	DLO6001	small molecule	investigational	
DB05179	DLO6002	small molecule	investigational	
DB05180	LX6171	small molecule	investigational	
DB05181	BTA798	small molecule	investigational	
DB05182	AS1409	small molecule	investigational	
DB05183	MLN0415	small molecule	investigational	
DB05184	XL228	small molecule	investigational	
DB05185	TRO19622	small molecule	investigational	Cholestanes|Cholestenes|Steroids
DB05186	SQ-109	small molecule	investigational	Amines|Cycloparaffins|Diamines|Polyamines
DB05187	Elafibranor	small molecule	investigational	Acids, Acyclic|Benzopyrans|Chromones|Fatty Acids|Fatty Acids, Volatile|Flavonoids|Ketones|Lipids|PPAR alpha, agonists|PPAR delta, agonists|Propiophenones|Pyrans
DB05188	KD3010	small molecule	investigational	Amides|PPAR delta, antagonists & inhibitors|Sulfones|Sulfur Compounds
DB05189	EPC2407	small molecule	investigational	Pyrans
DB05190	XL281	small molecule	investigational	
DB05191	Atl146e	small molecule	investigational	Acids, Carbocyclic|Adenosine A2 Receptor Agonists|Cyclohexanes|Cycloparaffins
DB05192	MB07811	small molecule	investigational	Organophosphorus Compounds
DB05194	KB002	small molecule	investigational	
DB05195	ADC4022	small molecule	investigational	
DB05196	ACR325	small molecule	investigational	
DB05197	Sofalcone	small molecule	investigational	Anti-Ulcer Agents|Benzopyrans|Chromones|Flavonoids|Gastrointestinal Agents|Ketones|Propiophenones|Pyrans
DB05198	CYC116	small molecule	investigational	Protein Kinase Inhibitors|Sulfur Compounds
DB05199	LX1031	small molecule	investigational	Amino Acids|Amino Acids, Aromatic|Amino Acids, Cyclic|Amino Acids, Essential|Amino Acids, Peptides, and Proteins|Benzene Derivatives|Tryptophan Hydroxylase, antagonists & inhibitors
DB05200	AT2220	small molecule	investigational	
DB05201	V24343	small molecule	investigational	
DB05202	Egaptivon pegol	biotech	investigational	Carbohydrates|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Oligonucleotides|Pegylated agents|Polynucleotides
DB05203	SPP1148	small molecule	investigational	
DB05204	XL418	small molecule	investigational	
DB05205	CX157	small molecule	investigational	
DB05207	SD118	small molecule	investigational	
DB05209	SYM001	small molecule	investigational	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulin Isotypes|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins
DB05210	SF1126	small molecule	investigational	Amino Acids, Peptides, and Proteins|Benzopyrans|Peptides|Pyrans
DB05211	PS386113	small molecule	investigational	
DB05212	HE3286	small molecule	investigational	17-Ketosteroids|Adrenal Cortex Hormones|Androstanes|Androstenes|Androstenols|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Ketosteroids|Steroids
DB05214	KD7040	small molecule	investigational	
DB05217	GMX1777	small molecule	investigational	Amidines
DB05218	PN0621	biotech	investigational	
DB05219	Crisaborole	small molecule	approved|investigational	Cytochrome P-450 CYP2B6 Inhibitors|Cytochrome P-450 CYP2B6 Inhibitors (weak)|Cytochrome P-450 CYP2C8 Inhibitors|Cytochrome P-450 CYP2C8 Inhibitors (moderate)|Cytochrome P-450 CYP2C9 Inhibitors|Cytochrome P-450 CYP2C9 Inhibitors (moderate)|Cytochrome P-450 Enzyme Inhibitors|Phosphodiesterase 4 Inhibitors|Phosphodiesterase Inhibitors
DB05220	Alisertib	small molecule	investigational	Protein Kinase Inhibitors
DB05222	KB001	biotech	investigational	
DB05223	Pracinostat	small molecule	investigational	Antineoplastic Agents|Histone Deacetylase Inhibitors|Moderate Risk QTc-Prolonging Agents|QTc Prolonging Agents
DB05224	REP8839	small molecule	investigational	Amines|Polyamines|Sulfur Compounds
DB05225	AM103	small molecule	investigational	Acids, Acyclic|Fatty Acids|Fatty Acids, Volatile|Lipids
DB05226	BTA9881	small molecule	investigational	
DB05227	APD791	small molecule	investigational	Acids, Carbocyclic|Amides|Benzene Derivatives|Benzoates|Central Nervous System Depressants|Neurotransmitter Agents|Oxazines|Serotonin 5-HT2 Receptor Antagonists|Serotonin Agents|Serotonin Receptor Antagonists
DB05228	RDEA806	small molecule	investigational	
DB05229	Beraprost	small molecule	investigational	Anticoagulants|Antiplatelet agents|Autacoids|Biological Factors|Blood and Blood Forming Organs|Cardiovascular Agents|Cryoprotective Agents|Cytochrome P-450 CYP2C8 Substrates|Eicosanoids|Fatty Acids|Fatty Acids, Unsaturated|Hematologic Agents|Inflammation Mediators|Lipids|Platelet Aggregation Inhibitors Excl. Heparin|Prostaglandins|Prostaglandins I|Vasodilating Agents
DB05230	AC3056	small molecule	investigational	
DB05232	Tetrodotoxin	small molecule	investigational	Anesthetics|Anesthetics, Local|Biological Factors|Cardiovascular Agents|Central Nervous System Agents|Central Nervous System Depressants|Marine Toxins|Membrane Transport Modulators|Noxae|Peripheral Nervous System Agents|Poisons|Quinazolines|Sensory System Agents|Sodium Channel Blockers|Toxic Actions|Toxins, Biological
DB05233	AP1081	small molecule	investigational	
DB05234	LGD2941	small molecule	investigational	Quinolines
DB05235	NRP409	small molecule	investigational	
DB05236	ReN001	biotech	investigational	
DB05237	rhMBL	biotech	investigational	
DB05239	Cobimetinib	small molecule	approved|investigational	Antineoplastic Agents|Azetines|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Kinase Inhibitor|Kinase Inhibitors|MAP Kinase Kinase 1, antagonists & inhibitors|OATP1B1/SLCO1B1 Substrates|OATP1B3 inhibitors|OATP1B3 substrates|P-glycoprotein/ABCB1 Substrates
DB05241	XL765	small molecule	investigational	Amides|Phosphatidylinositol 3-Kinase, antagonists & inhibitors|Sulfones|Sulfur Compounds
DB05242	eiRNA	biotech	investigational	
DB05243	XL019	small molecule	investigational	
DB05244	G4544	small molecule	investigational	
DB05245	Silver sulfadiazine	small molecule	approved|vet_approved	Amides|Amines|Aniline Compounds|Anti-Bacterial Agents|Anti-Infective Agents|Anti-Infective Agents, Local|Dermatologicals|Genito Urinary System and Sex Hormones|Gynecological Antiinfectives and Antiseptics|Miscellaneous Local Anti-infectives|Sulfadiazine|Sulfanilamides|Sulfonamide Antibacterial|Sulfonamides|Sulfones|Sulfur Compounds
DB05246	Methsuximide	small molecule	approved	Agents causing hyperkalemia|Anti-epileptic Agent|Antiarrhythmic agents|Anticonvulsants|Bradycardia-Causing Agents|Calcium Channel Blockers|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP2C19 Inhibitors|Cytochrome P-450 CYP2C19 Substrates|Cytochrome P-450 Enzyme Inhibitors|Decreased Central Nervous System Disorganized Electrical Activity|Imides|Nervous System|Potential QTc-Prolonging Agents|Pyrrolidines|Pyrrolidinones|QTc Prolonging Agents|Succinimide Derivatives
DB05249	FavId	small molecule	investigational	
DB05252	Fenoxaprop-ethyl	small molecule	investigational	Acids, Acyclic|Fatty Acids|Fatty Acids, Volatile|Lipids
DB05253	Proellex	small molecule	investigational	Norpregnanes|Norsteroids|Steroids
DB05254	Fibrinolysin	biotech	investigational	Anticoagulants|Blood and Blood Forming Organs|Cardiovascular Agents|Endopeptidases|Enzymes|Enzymes and Coenzymes|Fibrin Modulating Agents|Fibrinolytic Agents|Hematologic Agents|Hydrolases|Peptide Hydrolases|Serine Endopeptidases|Serine Proteases
DB05255	Ronacaleret	small molecule	investigational	Acids, Carbocyclic|Indenes
DB05257	Neocartilage	biotech	investigational	
DB05258	Natural alpha interferon	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Anti-Infective Agents|Antiviral Agents|Biological Factors|Cytokines|Immunologic Factors|Immunosuppressive Agents|Intercellular Signaling Peptides and Proteins|Interferon Type I|Interferons|Myelosuppressive Agents|Peptides|Proteins
DB05259	Glatiramer	biotech	approved|investigational	Adjuvants, Immunologic|Amino Acids, Peptides, and Proteins|Antineoplastic and Immunomodulating Agents|Immunologic Factors|Immunomodulatory Agents|Immunosuppressive Agents|Membrane Proteins|Peptides|Proteins|T-Lymphocytes, Helper-Inducer, immunology|Vesicular Transport Proteins
DB05260	Gallium nitrate	small molecule	approved|investigational	Antineoplastic Agents|Bone Resorption Inhibition|Calcium Resorption Inhibitor|Elements|Immunosuppressive Agents|Metals|Metals, Heavy
DB05262	Oxypurinol	small molecule	investigational	Alkenes|Biological Factors|Carotenoids|Cyclohexanes|Cyclohexenes|Cycloparaffins|Enzyme Inhibitors|Hydrocarbons, Acyclic|Pigments, Biological|Polyenes|Pyrazoles|Pyrimidines|Terpenes|Xanthine Oxidase Inhibitors
DB05263	Caprospinol	small molecule	investigational	Acids, Acyclic|Cholestanes|Fatty Acids|Fatty Acids, Volatile|Lipids|Steroids
DB05264	NPI 32101	small molecule	investigational	
DB05265	Ecabet	small molecule	investigational	Anti-Infective Agents|Anti-Ulcer Agents|Anticarcinogenic Agents|Antineoplastic Agents|Diterpenes|Enzyme Inhibitors|Gastrointestinal Agents|Pepsin A, antagonists & inhibitors|Phenanthrenes|Protease Inhibitors|Protective Agents|Terpenes
DB05266	Ibudilast	small molecule	investigational	Anti-Asthmatic Agents|Antiplatelet agents|Autonomic Agents|Bronchodilator Agents|Cardiovascular Agents|Drugs for Obstructive Airway Diseases|Enzyme Inhibitors|Hematologic Agents|Leukotriene Antagonists|Peripheral Nervous System Agents|Phosphodiesterase 5 Inhibitors|Phosphodiesterase Inhibitors|Respiratory System Agents|Vasodilating Agents
DB05268	iCo-007	small molecule	investigational	
DB05271	Rotigotine	small molecule	approved	Agents that produce hypertension|Anti-Parkinson Agents (Dopamine Agonist)|Anti-Parkinson Drugs|Central Nervous System Depressants|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|Dopamine Agents|Dopamine Agonists|Hypotensive Agents|Naphthalenes|Nervous System|Neurotransmitter Agents|Nonergot-derivative Dopamine Receptor Agonists|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin 5-HT1 Receptor Agonists|Serotonin Agents|Serotonin Receptor Agonists|Sulfur Compounds
DB05273	Samarium (153Sm) lexidronam	small molecule	approved|investigational	Analgesics|Analgesics, Non-Narcotic|Central Nervous System Agents|Pain Palliation (Bone Seeking Agents)|Peripheral Nervous System Agents|Radioactive Therapeutic Agent|Radioisotopes|Radiopharmaceutical Activity|Samarium|Sensory System Agents|Therapeutic Radiopharmaceuticals|Various Pain Palliation Radiopharmaceuticals
DB05276	Hepatitis B Immune Globulin	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Blood Proteins|Globulins|Human Immunoglobulin|Immunization, Passive|Immunoglobulins|Immunoproteins|Passively Acquired Immunity|Proteins|Serum|Serum Globulins|Virus Neutralization|Virus-specific Hyperimmune Globulins
DB05281	S-8184	small molecule	investigational	
DB05282	MCC	small molecule	investigational	
DB05284	CA4P	small molecule	investigational	
DB05285	SB-249553	small molecule	investigational	
DB05288	Anecortave acetate	small molecule	investigational	11-Hydroxycorticosteroids|17-Hydroxycorticosteroids|Angiogenesis Inhibitors|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Hydroxycorticosteroids|Pregnadienes|Pregnanes|Pregnenediones|Pregnenes|Steroids
DB05289	Tarenflurbil	small molecule	investigational	Acids, Acyclic|Analgesics|Analgesics, Non-Narcotic|Anti-Inflammatory Agents|Benzene Derivatives|Biphenyl Compounds|Central Nervous System Agents|Cyclooxygenase Inhibitors|Enzyme Inhibitors|Fatty Acids|Fatty Acids, Volatile|Lipids|Peripheral Nervous System Agents|Propionates|Sensory System Agents
DB05290	SPP 301	small molecule	investigational	
DB05292	IDM-1	small molecule	investigational	
DB05293	IDM-2	small molecule	investigational	
DB05294	Vandetanib	small molecule	approved	Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|BCRP/ABCG2 Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Highest Risk QTc-Prolonging Agents|Kinase Inhibitor|OCT2 Inhibitors|P-glycoprotein/ABCB1 Inhibitors|Protein Kinase Inhibitors|QTc Prolonging Agents|Tyrosine Kinase Inhibitors
DB05295	Eldecalcitol	small molecule	investigational	Cholestanes|Cholestenes|Lipids|Membrane Lipids|Secosteroids|Steroids|Sterols|Vitamin D and Analogues|Vitamins|Vitamins (Fat Soluble)
DB05296	Motexafin lutetium	small molecule	investigational	Biological Factors|Dermatologicals|Photosensitizing Agents|Pigments, Biological|Porphyrins|Radiation-Sensitizing Agents
DB05297	Paclitaxel docosahexaenoic acid	small molecule	investigational	Cyclodecanes|Cycloparaffins|Diterpenes|Taxoids|Terpenes
DB05298	Tetomilast	small molecule	investigational	Sulfur Compounds
DB05299	keyhole limpet hemocyanin	biotech	approved|investigational	Adjuvants, Immunologic|Amino Acids, Peptides, and Proteins|Antigens|Biological Factors|Blood Proteins|Haptens|Hemeproteins|Immunologic Factors|Metalloproteins|Mollusca|Pigments, Biological|Proteins
DB05300	PTI-801	small molecule	investigational	
DB05301	LAX-101	small molecule	investigational	
DB05303	OMS-103HP	small molecule	investigational	Acids, Carbocyclic|Benzocycloheptenes|Dibenzocycloheptenes|Imidazoles|Pharmaceutical Preparations|Phenylpropionates
DB05304	WX-G250	small molecule	investigational	
DB05305	Cintredekin Besudotox	biotech	investigational	Amino Acids, Peptides, and Proteins|Biological Factors|Cytokines|Immunotoxins|Intercellular Signaling Peptides and Proteins|Interleukins|Peptides|Proteins|Toxins, Biological
DB05306	Alferminogene Tadenovec	biotech	investigational	Antianginal Agents|Vasodilating Agents
DB05307	CHF-1512	small molecule	investigational	
DB05308	ANX-510	small molecule	investigational	
DB05309	TP-508	small molecule	investigational	
DB05310	FP-1096	small molecule	investigational	
DB05311	Ecallantide	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Blood and Blood Forming Organs|Drugs Used in Hereditary Angioedema|Kallikrein Inhibitors|Kallikreins, antagonists & inhibitors|Plasma Kallikrein Inhibitor
DB05312	NVS antibody	small molecule	investigational	
DB05313	MP4	small molecule	investigational	
DB05315	MC-1	small molecule	investigational	
DB05316	Pimavanserin	small molecule	approved|investigational	Anti-Dyskinesia Agents|Anti-Parkinson Drugs|Antipsychotic Agents|Antipsychotic Agents (Second Generation [Atypical])|Central Nervous System Agents|Central Nervous System Depressants|Neurotoxic agents|Neurotransmitter Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin 5-HT2 Receptor Antagonists|Serotonin Agents|Serotonin Receptor Antagonists
DB05317	TAK-475	small molecule	investigational	Azepines|Farnesyl-Diphosphate Farnesyltransferase, antagonists & inhibitors
DB05319	Oportuzumab monatox	biotech	investigational	Amino Acids, Peptides, and Proteins|Proteins|Recombinant Proteins
DB05320	ATG-Fresenius S	small molecule	investigational	
DB05321	PEG-uricase	biotech	investigational	Alcohols|Biomedical and Dental Materials|Enzymes|Enzymes and Coenzymes|Enzymes, Immobilized|Ethylene Glycols|Glycols|Macromolecular Substances|Oxidoreductases|Pegylated agents|Polymers
DB05322	INGN 201	biotech	investigational	Biological Products|Complex Mixtures|Gene Transfer Techniques|Genes, p53
DB05325	INGN 225	biotech	investigational	Biological Products|Complex Mixtures|Vaccines
DB05326	INKP-102	small molecule	investigational	
DB05327	Ranirestat	small molecule	investigational	Aldehyde Reductase, antagonists & inhibitors|Stereoisomerism
DB05328	VGV-1	small molecule	investigational	
DB05329	MDX-1379	biotech	investigational	
DB05330	ALTU-135	biotech	investigational	Carboxylic Ester Hydrolases|Enzymes|Enzymes and Coenzymes|Esterases|Glycoside Hydrolases|Hydrolases
DB05332	Romiplostim	biotech	approved	Amino Acids, Peptides, and Proteins|Biological Factors|Blood and Blood Forming Organs|Carbohydrates|Colony-Stimulating Factors|Cytokines|Glycoconjugates|Glycoproteins|Hematinics|Hematopoietic Cell Growth Factors|Hemostatics|Increased Megakaryocyte Maturation|Increased Platelet Production|Intercellular Signaling Peptides and Proteins|Membrane Proteins|Peptides|Proteins|Receptors, Cell Surface|Receptors, Immunologic|Receptors, Thrombopoietin, agonists|Recombinant Proteins|Thrombopoietin Receptor Agonist|Thrombopoietin Receptor Agonists
DB05333	TC-5231	small molecule	investigational	
DB05336	Obiltoxaximab	biotech	approved	Amino Acids, Peptides, and Proteins|Anthrax Protective Antigen-directed Antibody|Anthrax Protective Antigen-directed Antibody Interactions|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins
DB05337	SOT-107	biotech	investigational	
DB05339	MN-305	small molecule	investigational	
DB05340	ATL-2502	small molecule	investigational	
DB05343	Arundic acid	small molecule	investigational	Acids, Acyclic|Fatty Acids|Lipids
DB05344	Ciliary neurotrophic factor	biotech	investigational	Amino Acids, Peptides, and Proteins|Biological Factors|Intercellular Signaling Peptides and Proteins|Nerve Growth Factors|Nerve Tissue Proteins|Peptides|Proteins
DB05345	SO-101	small molecule	investigational	
DB05346	WL-1002	small molecule	investigational	
DB05350	AP-1034	small molecule	investigational	
DB05351	Dexlansoprazole	small molecule	approved|investigational	2-Pyridinylmethylsulfinylbenzimidazoles|Acid Reducers|Alimentary Tract and Metabolism|Anti-Ulcer Agents|Benzimidazoles|Cytochrome P-450 CYP2C19 Inhibitors|Cytochrome P-450 CYP2C19 Inhibitors (weak)|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|Drugs for Acid Related Disorders|Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord)|Enzyme Inhibitors|Gastric Acid Lowering Agents|Gastrointestinal Agents|Proton Pump Inhibitors|Proton-pump Inhibitors|Pyridines|Sulfoxides|Sulfur Compounds
DB05352	Fx-1006A	small molecule	investigational	
DB05353	CMC 001	small molecule	investigational	
DB05361	SR-123781A	small molecule	investigational	
DB05362	SSR-126517E	small molecule	investigational	
DB05363	LIC-477	small molecule	investigational	
DB05364	ROX-888	small molecule	investigational	
DB05367	Actelion-1	small molecule	investigational	Amides|Endothelin A Receptor Antagonists|Endothelin B Receptor Antagonists|Endothelin Receptor Antagonists|Sulfones|Sulfur Compounds
DB05368	Ragweed pollen extract	biotech	approved|investigational	
DB05369	HZT-501	small molecule	investigational	
DB05370	NOVA-22007	small molecule	investigational	
DB05371	ACR-16	small molecule	investigational	
DB05372	CP-945598	small molecule	investigational	Agents producing tachycardia|Cannabinoid Receptor Antagonists|Cannabinoids and similars|Receptor, Cannabinoid, CB1, antagonists & inhibitors
DB05374	Rindopepimut	small molecule	investigational	Biological Products|Complex Mixtures|Vaccines
DB05377	Chlorfenson	small molecule	investigational	Acids|Acids, Noncarboxylic|Arylsulfonates|Arylsulfonic Acids|Benzene Derivatives|Sulfonic Acids|Sulfur Acids|Sulfur Compounds
DB05380	DOTMP HO-166	small molecule	investigational	
DB05381	Histamine	small molecule	approved|investigational	Adjuvants, Immunologic|Amines|Antineoplastic and Immunomodulating Agents|Autacoids|Biogenic Amines|Biogenic Monoamines|Biological Factors|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|Diagnostic Agents|Ethylamines|Gastric Function|Histamine Agents|Histamine Agonists|Imidazoles|Inflammation Mediators|Neurotransmitter Agents|OCT2 Inhibitors|OCT2 Substrates|Other Diagnostics|Tests for Gastric Secretion
DB05382	Iodine	small molecule	approved|investigational	Anti-Infective Agents|Anti-Infective Agents, Local|Antiseptics and Disinfectants|Dermatologicals|Diet, Food, and Nutrition|Elements|Food|Food and Beverages|Growth Substances|Halogens|Herbs and Natural Products|Iodine Products|Micronutrients|Minerals|Miscellaneous Local Anti-infectives|Physiological Phenomena|Trace Elements
DB05383	Pimagedine	small molecule	investigational	Amidines|Enzyme Inhibitors|Nitric Oxide Synthase, antagonists & inhibitors|OCT2 Inhibitors
DB05384	Carbopol 974P	small molecule	approved|investigational	Adrenal Cortex Hormones|Biomedical and Dental Materials|Contraceptive Agents, Female|Dental Materials|Hormonal Contraceptives for Systemic Use|Macromolecular Substances|Plastics|Polymers|Resins, Synthetic|Spermatocidal Agents
DB05385	PRO 2000	small molecule	investigational	Acids|Acids, Noncarboxylic|Arylsulfonates|Arylsulfonic Acids|Biomedical and Dental Materials|Macromolecular Substances|Naphthalenes|Sulfonic Acids|Sulfur Acids|Sulfur Compounds
DB05386	recombinant human GM-CSF	biotech	investigational	Cholinesterase Inhibitors
DB05387	AE-941	small molecule	investigational	Cartilage|Complex Mixtures
DB05389	Tetrachlorodecaoxide	small molecule	approved|investigational	Anions|Electrolytes|Elements|Gases|Halogens|Ions|Oxygen Compounds|Protective Agents|Radiation-Protective Agents
DB05390	INS 316	small molecule	investigational	
DB05391	liposomal prostaglandin E1	small molecule	investigational	
DB05393	NOV-002	small molecule	investigational	Amino Acids, Peptides, and Proteins|Chlorine Compounds|Glutathione|Nitrogen Compounds|Oligopeptides|Peptides|Pharmaceutical Preparations
DB05394	Corticorelin	small molecule	investigational	Amino Acids, Peptides, and Proteins|Diagnostic Agents|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Hypothalamic Hormones|Nerve Tissue Proteins|Neuropeptides|Peptide Hormones|Peptides|Pituitary Hormone-Releasing Hormones|Proteins|Tests for Pituitary Function
DB05395	Amibegron	small molecule	investigational	Adrenergic Agents|Adrenergic Agonists|Adrenergic beta-Agonists|Agents producing tachycardia|Agents that produce hypertension|Naphthalenes|Neurotransmitter Agents
DB05396	Albinterferon Alfa-2B	biotech	investigational	Adjuvants, Immunologic|Amino Acids, Peptides, and Proteins|Antineoplastic and Immunomodulating Agents|Biological Factors|Cytokines|Intercellular Signaling Peptides and Proteins|Interferon Type I|Interferons|Peptides|Proteins
DB05398	C31G	small molecule	investigational	Amines|Ammonium Compounds|Fatty Acids|Lipids|Nitrogen Compounds|Onium Compounds|Quaternary Ammonium Compounds|Trimethyl Ammonium Compounds
DB05399	Succinobucol	small molecule	investigational	Benzene Derivatives|Phenols
DB05400	QS-21	biotech	investigational	Adjuvants, Immunologic|Carbohydrates|Glycosides|Immunologic Factors
DB05402	ME-609	small molecule	investigational	11-Hydroxycorticosteroids|17-Hydroxycorticosteroids|Guanine|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Hydroxycorticosteroids|Pharmaceutical Preparations|Pregnanes|Pregnenediones|Pregnenes|Purines|Purinones|Steroids
DB05403	CEP-1347	small molecule	investigational	Indoles
DB05404	AZD 3355	small molecule	investigational	Acids|Acids, Noncarboxylic|Amines|GABA Agents|GABA Agonists|GABA-A Receptor Agonists|Gastrointestinal Agents|Neurotransmitter Agents|Organophosphorus Compounds|Phosphorus Acids|Phosphorus Compounds
DB05405	XTL-001	biotech	investigational	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins
DB05406	GTI-2501	small molecule	investigational	Carbohydrates|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Polynucleotides
DB05407	TBC-3711	small molecule	investigational	Endothelin A Receptor Antagonists|Endothelin Receptor Antagonists|Sulfur Compounds
DB05408	Emricasan	small molecule	investigational	Acids, Acyclic|Fatty Acids|Fatty Acids, Volatile|Lipids|Valerates
DB05409	NCX 701	small molecule	investigational	Acetanilides|Acids|Acids, Noncarboxylic|Amides|Anilides|Anions|Electrolytes|Ions|Nitric Acid|Nitrogen Compounds
DB05410	NCX 1022	small molecule	investigational	11-Hydroxycorticosteroids|17-Hydroxycorticosteroids|Adrenal Cortex Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Hydroxycorticosteroids|Pregnanes|Pregnenediones|Pregnenes|Steroids
DB05411	VB2-011	biotech	investigational	
DB05412	Talmapimod	small molecule	investigational	
DB05413	Tifuvirtide	small molecule	investigational	Amino Acids, Peptides, and Proteins|Antigens|Antigens, Viral|Biological Factors|env Gene Products, Human Immunodeficiency Virus|Gene Products, env|HIV Antigens|Human Immunodeficiency Virus Proteins|Membrane Fusion Proteins|Membrane Proteins|Peptides|Polyproteins|Proteins|Retroviridae Proteins|Viral Envelope Proteins|Viral Fusion Proteins|Viral Proteins|Viral Structural Proteins
DB05414	Pipendoxifene	small molecule	investigational	
DB05415	OSI-461	small molecule	investigational	Indenes|Phosphodiesterase Inhibitors
DB05416	Cardarine	small molecule	investigational	Sulfur Compounds
DB05417	GW 468816	small molecule	investigational	Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors
DB05418	GW 597599	small molecule	investigational	
DB05419	ADX-10061	small molecule	investigational	
DB05420	Gallium maltolate	small molecule	investigational	Gallium|Pyrans
DB05421	CP-122721	small molecule	investigational	
DB05422	OPC-14523	small molecule	investigational	Quinolines
DB05423	ORG-34517	small molecule	investigational	Dioxoles|Receptors, Glucocorticoid, antagonists & inhibitors
DB05424	Canertinib	small molecule	investigational	Acids, Acyclic|Anesthetics|Antineoplastic Agents|Cardiotonic Agents|Cardiovascular Agents|Central Nervous System Agents|Oxazines|Peripheral Nervous System Agents|Protective Agents|Sensory System Agents|Tyrosine Kinase Inhibitors
DB05426	talactoferrin alpha	small molecule	investigational	
DB05427	IDD-3	biotech	investigational	
DB05428	motexafin gadolinium	small molecule	investigational	Antineoplastic Agents|Biological Factors|Contrast Media|Dermatologicals|Diagnostic Uses of Chemicals|Gadolinium|Photosensitizing Agents|Pigments, Biological|Porphyrins|Radiation-Sensitizing Agents
DB05429	CAT-213	biotech	investigational	
